Node_ID,AS_ID,Community_ID,Layer,Delay,Intf_ID,Support_Intf_Type,Band_Width,List_Support_Sub_Intf_Spec,List_Active_Sub_Intf_Spec,List_Sub_Intf
27,0,2,0,12,2,1,10000,,,
28,0,2,0,4,1,1,10000,,,
28,0,2,0,4,2,1,10000,,,
29,0,2,0,7,1,1,10000,,,
29,0,2,0,7,2,1,10000,,,
30,0,2,0,9,1,1,10000,,,
30,0,2,0,9,2,1,10000,,,
31,0,2,0,4,1,1,10000,,,
31,0,2,0,4,2,1,10000,,,
32,0,2,0,3,1,1,10000,,,
32,0,2,0,3,2,1,10000,,,
33,0,2,0,3,1,1,10000,,,
33,0,2,0,3,2,1,10000,,,
34,0,2,0,8,1,1,10000,,,
34,0,2,0,8,2,1,10000,,,
35,0,2,0,6,1,1,10000,,,
35,0,2,0,6,2,1,10000,,,
36,0,2,0,8,1,1,10000,,,
36,0,2,0,8,2,1,10000,,,
37,0,3,0,6,1,1,10000,,,
37,0,3,0,6,2,1,10000,,,
38,0,3,0,5,1,1,10000,,,
38,0,3,0,5,2,1,10000,,,
39,0,3,0,12,1,1,10000,,,
39,0,3,0,12,2,1,10000,,,
40,0,3,0,2,1,1,10000,,,
40,0,3,0,2,2,1,10000,,,
41,0,3,0,5,1,1,10000,,,
41,0,3,0,5,2,1,10000,,,
42,0,3,0,7,1,1,10000,,,
42,0,3,0,7,2,1,10000,,,
43,0,3,0,6,1,1,10000,,,
43,0,3,0,6,2,1,10000,,,
44,0,3,0,1,1,1,10000,,,
44,0,3,0,1,2,1,10000,,,
45,0,3,0,12,1,1,10000,,,
45,0,3,0,12,2,1,10000,,,
46,0,3,0,6,1,1,10000,,,
46,0,3,0,6,2,1,10000,,,
47,0,3,0,1,1,1,10000,,,
47,0,3,0,1,2,1,10000,,,
48,0,3,0,6,1,1,10000,,,
48,0,3,0,6,2,1,10000,,,
49,0,3,0,4,1,1,10000,,,
49,0,3,0,4,2,1,10000,,,
50,0,4,0,4,1,1,10000,,,
50,0,4,0,4,2,1,10000,,,
51,0,4,0,2,1,1,10000,,,
51,0,4,0,2,2,1,10000,,,
52,0,4,0,5,1,1,10000,,,
52,0,4,0,5,2,1,10000,,,
53,0,4,0,8,1,1,10000,,,
53,0,4,0,8,2,1,10000,,,
54,0,4,0,3,1,1,10000,,,
54,0,4,0,3,2,1,10000,,,
55,0,4,0,3,1,1,10000,,,
55,0,4,0,3,2,1,10000,,,
56,0,4,0,12,1,1,10000,,,
56,0,4,0,12,2,1,10000,,,
57,0,4,0,2,1,1,10000,,,
57,0,4,0,2,2,1,10000,,,
58,0,4,0,4,1,1,10000,,,
58,0,4,0,4,2,1,10000,,,
59,0,4,0,7,1,1,10000,,,
59,0,4,0,7,2,1,10000,,,
60,0,4,0,7,1,1,10000,,,
60,0,4,0,7,2,1,10000,,,
61,0,4,0,2,1,1,10000,,,
61,0,4,0,2,2,1,10000,,,
62,0,4,0,4,1,1,10000,,,
62,0,4,0,4,2,1,10000,,,
63,0,5,0,10,1,1,10000,,,
63,0,5,0,10,2,1,10000,,,
64,0,5,0,7,1,1,10000,,,
64,0,5,0,7,2,1,10000,,,
65,0,5,0,1,1,1,10000,,,
65,0,5,0,1,2,1,10000,,,
66,0,5,0,2,1,1,10000,,,
66,0,5,0,2,2,1,10000,,,
67,0,5,0,3,1,1,10000,,,
67,0,5,0,3,2,1,10000,,,
68,0,5,0,8,1,1,10000,,,
68,0,5,0,8,2,1,10000,,,
69,0,5,0,6,1,1,10000,,,
69,0,5,0,6,2,1,10000,,,
70,0,5,0,12,1,1,10000,,,
70,0,5,0,12,2,1,10000,,,
71,0,5,0,4,1,1,10000,,,
71,0,5,0,4,2,1,10000,,,
72,0,5,0,2,1,1,10000,,,
72,0,5,0,2,2,1,10000,,,
73,0,5,0,8,1,1,10000,,,
73,0,5,0,8,2,1,10000,,,
74,0,6,0,2,1,1,10000,,,
74,0,6,0,2,2,1,10000,,,
75,0,6,0,5,1,1,10000,,,
75,0,6,0,5,2,1,10000,,,
76,0,6,0,12,1,1,10000,,,
76,0,6,0,12,2,1,10000,,,
77,0,6,0,2,1,1,10000,,,
77,0,6,0,2,2,1,10000,,,
78,0,6,0,6,1,1,10000,,,
78,0,6,0,6,2,1,10000,,,
79,0,6,0,10,1,1,10000,,,
79,0,6,0,10,2,1,10000,,,
80,0,6,0,1,1,1,10000,,,
80,0,6,0,1,2,1,10000,,,
81,0,6,0,8,1,1,10000,,,
81,0,6,0,8,2,1,10000,,,
82,0,6,0,6,1,1,10000,,,
82,0,6,0,6,2,1,10000,,,
83,0,6,0,6,1,1,10000,,,
83,0,6,0,6,2,1,10000,,,
84,0,6,0,3,1,1,10000,,,
84,0,6,0,3,2,1,10000,,,
85,0,6,0,2,1,1,10000,,,
85,0,6,0,2,2,1,10000,,,
86,0,6,0,6,1,1,10000,,,
86,0,6,0,6,2,1,10000,,,
87,0,6,0,3,1,1,10000,,,
87,0,6,0,3,2,1,10000,,,
88,0,6,0,12,1,1,10000,,,
88,0,6,0,12,2,1,10000,,,
89,0,7,0,3,1,1,10000,,,
89,0,7,0,3,2,1,10000,,,
90,0,7,0,11,1,1,10000,,,
90,0,7,0,11,2,1,10000,,,
91,0,7,0,11,1,1,10000,,,
91,0,7,0,11,2,1,10000,,,
92,0,7,0,10,1,1,10000,,,
92,0,7,0,10,2,1,10000,,,
93,0,7,0,10,1,1,10000,,,
93,0,7,0,10,2,1,10000,,,
94,0,7,0,12,1,1,10000,,,
94,0,7,0,12,2,1,10000,,,
95,0,7,0,8,1,1,10000,,,
95,0,7,0,8,2,1,10000,,,
96,0,7,0,8,1,1,10000,,,
96,0,7,0,8,2,1,10000,,,
97,0,7,0,9,1,1,10000,,,
97,0,7,0,9,2,1,10000,,,
98,0,7,0,10,1,1,10000,,,
98,0,7,0,10,2,1,10000,,,
99,0,7,0,6,1,1,10000,,,
99,0,7,0,6,2,1,10000,,,
100,0,7,0,2,1,1,10000,,,
101,0,8,0,10,1,1,10000,,,
101,0,8,0,10,2,1,10000,,,
102,0,8,0,8,1,1,10000,,,
102,0,8,0,8,2,1,10000,,,
103,0,8,0,4,1,1,10000,,,
103,0,8,0,4,2,1,10000,,,
104,0,8,0,9,1,1,10000,,,
104,0,8,0,9,2,1,10000,,,
105,0,8,0,9,1,1,10000,,,
105,0,8,0,9,2,1,10000,,,
106,0,8,0,6,1,1,10000,,,
106,0,8,0,6,2,1,10000,,,
107,0,8,0,10,1,1,10000,,,
107,0,8,0,10,2,1,10000,,,
108,0,8,0,4,1,1,10000,,,
108,0,8,0,4,2,1,10000,,,
109,0,8,0,12,1,1,10000,,,
109,0,8,0,12,2,1,10000,,,
110,0,8,0,3,1,1,10000,,,
110,0,8,0,3,2,1,10000,,,
111,0,9,0,5,1,1,10000,,,
111,0,9,0,5,2,1,10000,,,
112,0,9,0,7,1,1,10000,,,
112,0,9,0,7,2,1,10000,,,
113,0,9,0,12,1,1,10000,,,
113,0,9,0,12,2,1,10000,,,
114,0,9,0,1,1,1,10000,,,
114,0,9,0,1,2,1,10000,,,
115,0,9,0,1,1,1,10000,,,
115,0,9,0,1,2,1,10000,,,
116,0,9,0,4,1,1,10000,,,
116,0,9,0,4,2,1,10000,,,
117,0,9,0,8,1,1,10000,,,
117,0,9,0,8,2,1,10000,,,
118,0,9,0,9,1,1,10000,,,
118,0,9,0,9,2,1,10000,,,
119,0,9,0,12,1,1,10000,,,
119,0,9,0,12,2,1,10000,,,
120,0,9,0,6,1,1,10000,,,
120,0,9,0,6,2,1,10000,,,
121,0,10,0,5,1,1,10000,,,
121,0,10,0,5,2,1,10000,,,
122,0,10,0,9,1,1,10000,,,
122,0,10,0,9,2,1,10000,,,
123,0,10,0,12,1,1,10000,,,
123,0,10,0,12,2,1,10000,,,
124,0,10,0,1,1,1,10000,,,
124,0,10,0,1,2,1,10000,,,
125,0,10,0,9,1,1,10000,,,
125,0,10,0,9,2,1,10000,,,
126,0,10,0,12,1,1,10000,,,
126,0,10,0,12,2,1,10000,,,
127,0,10,0,10,1,1,10000,,,
127,0,10,0,10,2,1,10000,,,
128,0,10,0,8,1,1,10000,,,
128,0,10,0,8,2,1,10000,,,
129,0,10,0,8,1,1,10000,,,
129,0,10,0,8,2,1,10000,,,
130,0,10,0,4,1,1,10000,,,
130,0,10,0,4,2,1,10000,,,
131,0,11,0,3,1,1,10000,,,
131,0,11,0,3,2,1,10000,,,
132,0,11,0,3,1,1,10000,,,
132,0,11,0,3,2,1,10000,,,
133,0,11,0,6,1,1,10000,,,
133,0,11,0,6,2,1,10000,,,
134,0,11,0,1,1,1,10000,,,
134,0,11,0,1,2,1,10000,,,
135,0,11,0,5,1,1,10000,,,
135,0,11,0,5,2,1,10000,,,
136,0,11,0,3,1,1,10000,,,
136,0,11,0,3,2,1,10000,,,
137,0,11,0,8,1,1,10000,,,
137,0,11,0,8,2,1,10000,,,
138,0,11,0,7,1,1,10000,,,
138,0,11,0,7,2,1,10000,,,
139,0,11,0,9,1,1,10000,,,
139,0,11,0,9,2,1,10000,,,
140,0,11,0,8,1,1,10000,,,
140,0,11,0,8,2,1,10000,,,
141,0,11,0,12,1,1,10000,,,
141,0,11,0,12,2,1,10000,,,
142,0,12,0,1,1,1,10000,,,
142,0,12,0,1,2,1,10000,,,
143,0,12,0,11,1,1,10000,,,
143,0,12,0,11,2,1,10000,,,
144,0,12,0,7,1,1,10000,,,
144,0,12,0,7,2,1,10000,,,
145,0,12,0,9,1,1,10000,,,
145,0,12,0,9,2,1,10000,,,
146,0,12,0,4,1,1,10000,,,
146,0,12,0,4,2,1,10000,,,
147,0,12,0,6,1,1,10000,,,
147,0,12,0,6,2,1,10000,,,
148,0,12,0,5,1,1,10000,,,
148,0,12,0,5,2,1,10000,,,
149,0,12,0,10,1,1,10000,,,
149,0,12,0,10,2,1,10000,,,
150,0,12,0,1,1,1,10000,,,
150,0,12,0,1,2,1,10000,,,
151,0,12,0,10,1,1,10000,,,
151,0,12,0,10,2,1,10000,,,
152,0,12,0,4,1,1,10000,,,
152,0,12,0,4,2,1,10000,,,
153,0,12,0,11,1,1,10000,,,
153,0,12,0,11,2,1,10000,,,
154,0,12,0,10,1,1,10000,,,
154,0,12,0,10,2,1,10000,,,
155,0,13,0,5,1,1,10000,,,
155,0,13,0,5,2,1,10000,,,
156,0,13,0,9,1,1,10000,,,
156,0,13,0,9,2,1,10000,,,
157,0,13,0,6,1,1,10000,,,
157,0,13,0,6,2,1,10000,,,
158,0,13,0,2,1,1,10000,,,
158,0,13,0,2,2,1,10000,,,
159,0,13,0,9,1,1,10000,,,
159,0,13,0,9,2,1,10000,,,
160,0,13,0,1,1,1,10000,,,
160,0,13,0,1,2,1,10000,,,
161,0,13,0,6,1,1,10000,,,
161,0,13,0,6,2,1,10000,,,
162,0,13,0,11,1,1,10000,,,
162,0,13,0,11,2,1,10000,,,
163,0,13,0,9,1,1,10000,,,
163,0,13,0,9,2,1,10000,,,
164,0,13,0,9,1,1,10000,,,
164,0,13,0,9,2,1,10000,,,
165,0,14,0,6,1,1,10000,,,
165,0,14,0,6,2,1,10000,,,
166,0,14,0,1,1,1,10000,,,
166,0,14,0,1,2,1,10000,,,
167,0,14,0,9,1,1,10000,,,
167,0,14,0,9,2,1,10000,,,
168,0,14,0,2,1,1,10000,,,
168,0,14,0,2,2,1,10000,,,
169,0,14,0,4,1,1,10000,,,
169,0,14,0,4,2,1,10000,,,
170,0,14,0,5,1,1,10000,,,
170,0,14,0,5,2,1,10000,,,
171,0,14,0,12,1,1,10000,,,
171,0,14,0,12,2,1,10000,,,
172,0,14,0,6,1,1,10000,,,
172,0,14,0,6,2,1,10000,,,
173,0,14,0,8,1,1,10000,,,
173,0,14,0,8,2,1,10000,,,
174,0,14,0,6,1,1,10000,,,
174,0,14,0,6,2,1,10000,,,
175,0,14,0,7,1,1,10000,,,
175,0,14,0,7,2,1,10000,,,
176,0,14,0,3,1,1,10000,,,
176,0,14,0,3,2,1,10000,,,
177,0,14,0,8,1,1,10000,,,
177,0,14,0,8,2,1,10000,,,
178,0,15,0,12,1,1,10000,,,
178,0,15,0,12,2,1,10000,,,
179,0,15,0,10,1,1,10000,,,
179,0,15,0,10,2,1,10000,,,
180,0,15,0,12,1,1,10000,,,
180,0,15,0,12,2,1,10000,,,
181,0,15,0,10,1,1,10000,,,
181,0,15,0,10,2,1,10000,,,
182,0,15,0,7,1,1,10000,,,
182,0,15,0,7,2,1,10000,,,
183,0,15,0,4,1,1,10000,,,
183,0,15,0,4,2,1,10000,,,
184,0,15,0,7,1,1,10000,,,
184,0,15,0,7,2,1,10000,,,
185,0,15,0,10,1,1,10000,,,
185,0,15,0,10,2,1,10000,,,
186,0,15,0,6,1,1,10000,,,
186,0,15,0,6,2,1,10000,,,
187,0,15,0,5,1,1,10000,,,
187,0,15,0,5,2,1,10000,,,
188,0,15,0,2,1,1,10000,,,
188,0,15,0,2,2,1,10000,,,
189,0,15,0,8,1,1,10000,,,
189,0,15,0,8,2,1,10000,,,
190,0,15,0,5,1,1,10000,,,
190,0,15,0,5,2,1,10000,,,
191,0,15,0,12,1,1,10000,,,
192,0,16,0,11,1,1,10000,,,
192,0,16,0,11,2,1,10000,,,
193,0,16,0,12,1,1,10000,,,
193,0,16,0,12,2,1,10000,,,
194,0,16,0,11,1,1,10000,,,
194,0,16,0,11,2,1,10000,,,
195,0,16,0,5,1,1,10000,,,
195,0,16,0,5,2,1,10000,,,
196,0,16,0,5,1,1,10000,,,
196,0,16,0,5,2,1,10000,,,
197,0,16,0,3,1,1,10000,,,
197,0,16,0,3,2,1,10000,,,
198,0,16,0,11,1,1,10000,,,
198,0,16,0,11,2,1,10000,,,
199,0,16,0,5,1,1,10000,,,
199,0,16,0,5,2,1,10000,,,
200,0,16,0,10,1,1,10000,,,
200,0,16,0,10,2,1,10000,,,
201,0,16,0,3,1,1,10000,,,
201,0,16,0,3,2,1,10000,,,
202,0,16,0,3,1,1,10000,,,
202,0,16,0,3,2,1,10000,,,
203,0,16,0,7,1,1,10000,,,
203,0,16,0,7,2,1,10000,,,
204,0,17,0,10,1,1,10000,,,
204,0,17,0,10,2,1,10000,,,
205,0,17,0,2,1,1,10000,,,
205,0,17,0,2,2,1,10000,,,
206,0,17,0,8,1,1,10000,,,
206,0,17,0,8,2,1,10000,,,
207,0,17,0,10,1,1,10000,,,
207,0,17,0,10,2,1,10000,,,
208,0,17,0,11,1,1,10000,,,
208,0,17,0,11,2,1,10000,,,
209,0,17,0,9,1,1,10000,,,
209,0,17,0,9,2,1,10000,,,
210,0,17,0,10,1,1,10000,,,
210,0,17,0,10,2,1,10000,,,
211,0,17,0,6,1,1,10000,,,
211,0,17,0,6,2,1,10000,,,
212,0,17,0,6,1,1,10000,,,
212,0,17,0,6,2,1,10000,,,
213,0,17,0,4,1,1,10000,,,
213,0,17,0,4,2,1,10000,,,
214,0,17,0,4,1,1,10000,,,
214,0,17,0,4,2,1,10000,,,
215,0,17,0,1,1,1,10000,,,
215,0,17,0,1,2,1,10000,,,
216,0,17,0,3,1,1,10000,,,
216,0,17,0,3,2,1,10000,,,
217,0,18,0,1,1,1,10000,,,
217,0,18,0,1,2,1,10000,,,
218,0,18,0,3,1,1,10000,,,
218,0,18,0,3,2,1,10000,,,
218,0,18,0,3,3,1,10000,,,
218,0,18,0,3,4,1,10000,,,
219,0,18,0,1,1,1,10000,,,
219,0,18,0,1,2,1,10000,,,
220,0,18,0,7,1,1,10000,,,
220,0,18,0,7,2,1,10000,,,
221,0,18,0,8,1,1,10000,,,
221,0,18,0,8,2,1,10000,,,
222,0,18,0,3,1,1,10000,,,
222,0,18,0,3,2,1,10000,,,
223,0,18,0,3,1,1,10000,,,
223,0,18,0,3,2,1,10000,,,
224,0,18,0,7,1,1,10000,,,
224,0,18,0,7,2,1,10000,,,
224,0,18,0,7,3,1,10000,,,
224,0,18,0,7,4,1,10000,,,
225,0,18,0,4,1,1,10000,,,
225,0,18,0,4,2,1,10000,,,
226,0,18,0,3,1,1,10000,,,
226,0,18,0,3,2,1,10000,,,
227,0,18,0,12,1,1,10000,,,
227,0,18,0,12,2,1,10000,,,
228,0,18,0,11,1,1,10000,,,
228,0,18,0,11,2,1,10000,,,
229,0,18,0,6,1,1,10000,,,
229,0,18,0,6,2,1,10000,,,
230,0,18,0,6,1,1,10000,,,
230,0,18,0,6,2,1,10000,,,
231,0,18,0,9,1,1,10000,,,
231,0,18,0,9,2,1,10000,,,
232,0,19,0,10,1,1,10000,,,
232,0,19,0,10,2,1,10000,,,
233,0,19,0,12,1,1,10000,,,
233,0,19,0,12,2,1,10000,,,
234,0,19,0,11,1,1,10000,,,
234,0,19,0,11,2,1,10000,,,
235,0,19,0,7,1,1,10000,,,
235,0,19,0,7,2,1,10000,,,
236,0,19,0,9,1,1,10000,,,
236,0,19,0,9,2,1,10000,,,
237,0,19,0,11,1,1,10000,,,
237,0,19,0,11,2,1,10000,,,
238,0,19,0,7,1,1,10000,,,
238,0,19,0,7,2,1,10000,,,
239,0,19,0,1,1,1,10000,,,
239,0,19,0,1,2,1,10000,,,
240,0,19,0,4,1,1,10000,,,
240,0,19,0,4,2,1,10000,,,
241,0,19,0,11,1,1,10000,,,
241,0,19,0,11,2,1,10000,,,
242,0,19,0,4,1,1,10000,,,
242,0,19,0,4,2,1,10000,,,
243,0,20,0,4,1,1,10000,,,
243,0,20,0,4,2,1,10000,,,
244,0,20,0,9,1,1,10000,,,
244,0,20,0,9,2,1,10000,,,
245,0,20,0,2,1,1,10000,,,
245,0,20,0,2,2,1,10000,,,
246,0,20,0,3,1,1,10000,,,
246,0,20,0,3,2,1,10000,,,
247,0,20,0,1,1,1,10000,,,
247,0,20,0,1,2,1,10000,,,
248,0,20,0,1,1,1,10000,,,
248,0,20,0,1,2,1,10000,,,
249,0,20,0,1,1,1,10000,,,
249,0,20,0,1,2,1,10000,,,
250,0,20,0,2,1,1,10000,,,
250,0,20,0,2,2,1,10000,,,
251,0,20,0,9,1,1,10000,,,
251,0,20,0,9,2,1,10000,,,
252,0,20,0,4,1,1,10000,,,
252,0,20,0,4,2,1,10000,,,
253,0,20,0,8,1,1,10000,,,
253,0,20,0,8,2,1,10000,,,
254,0,21,0,1,1,1,10000,,,
254,0,21,0,1,2,1,10000,,,
255,0,21,0,10,1,1,10000,,,
255,0,21,0,10,2,1,10000,,,
256,0,21,0,10,1,1,10000,,,
256,0,21,0,10,2,1,10000,,,
257,0,21,0,8,1,1,10000,,,
257,0,21,0,8,2,1,10000,,,
258,0,21,0,10,1,1,10000,,,
258,0,21,0,10,2,1,10000,,,
259,0,21,0,12,1,1,10000,,,
259,0,21,0,12,2,1,10000,,,
260,0,21,0,2,1,1,10000,,,
260,0,21,0,2,2,1,10000,,,
261,0,21,0,1,1,1,10000,,,
261,0,21,0,1,2,1,10000,,,
262,0,21,0,9,1,1,10000,,,
262,0,21,0,9,2,1,10000,,,
263,0,21,0,12,1,1,10000,,,
263,0,21,0,12,2,1,10000,,,
264,0,21,0,2,1,1,10000,,,
264,0,21,0,2,2,1,10000,,,
265,0,22,0,7,1,1,10000,,,
265,0,22,0,7,2,1,10000,,,
266,0,22,0,3,1,1,10000,,,
266,0,22,0,3,2,1,10000,,,
267,0,22,0,10,1,1,10000,,,
267,0,22,0,10,2,1,10000,,,
268,0,22,0,8,1,1,10000,,,
268,0,22,0,8,2,1,10000,,,
269,0,22,0,6,1,1,10000,,,
269,0,22,0,6,2,1,10000,,,
270,0,22,0,7,1,1,10000,,,
270,0,22,0,7,2,1,10000,,,
271,0,22,0,4,1,1,10000,,,
271,0,22,0,4,2,1,10000,,,
272,0,22,0,9,1,1,10000,,,
272,0,22,0,9,2,1,10000,,,
273,0,22,0,6,1,1,10000,,,
273,0,22,0,6,2,1,10000,,,
274,0,22,0,5,1,1,10000,,,
274,0,22,0,5,2,1,10000,,,
275,0,22,0,9,1,1,10000,,,
275,0,22,0,9,2,1,10000,,,
276,0,22,0,4,1,1,10000,,,
276,0,22,0,4,2,1,10000,,,
277,0,22,0,11,1,1,10000,,,
277,0,22,0,11,2,1,10000,,,
278,0,22,0,5,1,1,10000,,,
278,0,22,0,5,2,1,10000,,,
279,0,23,0,8,1,1,10000,,,
279,0,23,0,8,2,1,10000,,,
280,0,23,0,12,1,1,10000,,,
280,0,23,0,12,2,1,10000,,,
281,0,23,0,1,1,1,10000,,,
281,0,23,0,1,2,1,10000,,,
282,0,23,0,12,1,1,10000,,,
282,0,23,0,12,2,1,10000,,,
283,0,23,0,11,1,1,10000,,,
283,0,23,0,11,2,1,10000,,,
284,0,23,0,1,1,1,10000,,,
284,0,23,0,1,2,1,10000,,,
285,0,23,0,6,1,1,10000,,,
285,0,23,0,6,2,1,10000,,,
286,0,23,0,1,1,1,10000,,,
286,0,23,0,1,2,1,10000,,,
287,0,23,0,3,1,1,10000,,,
287,0,23,0,3,2,1,10000,,,
288,0,23,0,2,1,1,10000,,,
288,0,23,0,2,2,1,10000,,,
289,0,23,0,12,1,1,10000,,,
289,0,23,0,12,2,1,10000,,,
290,0,23,0,7,1,1,10000,,,
290,0,23,0,7,2,1,10000,,,
291,0,24,0,5,1,1,10000,,,
291,0,24,0,5,2,1,10000,,,
291,0,24,0,5,3,1,10000,,,
291,0,24,0,5,4,1,10000,,,
292,0,24,0,6,1,1,10000,,,
292,0,24,0,6,2,1,10000,,,
293,0,24,0,2,1,1,10000,,,
293,0,24,0,2,2,1,10000,,,
293,0,24,0,2,3,1,10000,,,
293,0,24,0,2,4,1,10000,,,
294,0,24,0,2,1,1,10000,,,
294,0,24,0,2,2,1,10000,,,
295,0,24,0,6,1,1,10000,,,
295,0,24,0,6,2,1,10000,,,
296,0,24,0,3,1,1,10000,,,
296,0,24,0,3,2,1,10000,,,
297,0,24,0,5,1,1,10000,,,
297,0,24,0,5,2,1,10000,,,
298,0,24,0,9,1,1,10000,,,
298,0,24,0,9,2,1,10000,,,
299,0,24,0,8,1,1,10000,,,
299,0,24,0,8,2,1,10000,,,
300,0,24,0,6,1,1,10000,,,
300,0,24,0,6,2,1,10000,,,
301,0,25,0,10,1,1,10000,,,
301,0,25,0,10,2,1,10000,,,
302,0,25,0,4,1,1,10000,,,
302,0,25,0,4,2,1,10000,,,
303,0,25,0,12,1,1,10000,,,
303,0,25,0,12,2,1,10000,,,
304,0,25,0,1,1,1,10000,,,
304,0,25,0,1,2,1,10000,,,
305,0,25,0,9,1,1,10000,,,
305,0,25,0,9,2,1,10000,,,
306,0,25,0,6,1,1,10000,,,
306,0,25,0,6,2,1,10000,,,
307,0,25,0,7,1,1,10000,,,
307,0,25,0,7,2,1,10000,,,
308,0,25,0,6,1,1,10000,,,
308,0,25,0,6,2,1,10000,,,
309,0,25,0,2,1,1,10000,,,
309,0,25,0,2,2,1,10000,,,
310,0,25,0,12,1,1,10000,,,
310,0,25,0,12,2,1,10000,,,
311,0,25,0,12,1,1,10000,,,
311,0,25,0,12,2,1,10000,,,
312,0,26,0,4,1,1,10000,,,
312,0,26,0,4,2,1,10000,,,
313,0,26,0,1,1,1,10000,,,
313,0,26,0,1,2,1,10000,,,
314,0,26,0,4,1,1,10000,,,
314,0,26,0,4,2,1,10000,,,
315,0,26,0,2,1,1,10000,,,
315,0,26,0,2,2,1,10000,,,
316,0,26,0,1,1,1,10000,,,
316,0,26,0,1,2,1,10000,,,
317,0,26,0,1,1,1,10000,,,
317,0,26,0,1,2,1,10000,,,
318,0,26,0,10,1,1,10000,,,
318,0,26,0,10,2,1,10000,,,
319,0,26,0,2,1,1,10000,,,
319,0,26,0,2,2,1,10000,,,
320,0,26,0,9,1,1,10000,,,
320,0,26,0,9,2,1,10000,,,
321,0,26,0,11,1,1,10000,,,
321,0,26,0,11,2,1,10000,,,
322,0,26,0,10,1,1,10000,,,
322,0,26,0,10,2,1,10000,,,
323,0,26,0,4,1,1,10000,,,
323,0,26,0,4,2,1,10000,,,
324,0,26,0,1,1,1,10000,,,
324,0,26,0,1,2,1,10000,,,
325,0,26,0,2,1,1,10000,,,
325,0,26,0,2,2,1,10000,,,
326,0,27,0,7,1,1,10000,,,
326,0,27,0,7,2,1,10000,,,
326,0,27,0,7,3,1,10000,,,
326,0,27,0,7,4,1,10000,,,
327,0,27,0,3,1,1,10000,,,
327,0,27,0,3,2,1,10000,,,
328,0,27,0,2,1,1,10000,,,
328,0,27,0,2,2,1,10000,,,
329,0,27,0,11,1,1,10000,,,
329,0,27,0,11,2,1,10000,,,
330,0,27,0,4,1,1,10000,,,
330,0,27,0,4,2,1,10000,,,
330,0,27,0,4,3,1,10000,,,
330,0,27,0,4,4,1,10000,,,
331,0,27,0,11,1,1,10000,,,
331,0,27,0,11,2,1,10000,,,
332,0,27,0,3,1,1,10000,,,
332,0,27,0,3,2,1,10000,,,
333,0,27,0,7,1,1,10000,,,
333,0,27,0,7,2,1,10000,,,
334,0,27,0,8,1,1,10000,,,
334,0,27,0,8,2,1,10000,,,
335,0,27,0,10,1,1,10000,,,
335,0,27,0,10,2,1,10000,,,
336,0,28,0,8,1,1,10000,,,
336,0,28,0,8,2,1,10000,,,
337,0,28,0,11,1,1,10000,,,
337,0,28,0,11,2,1,10000,,,
338,0,28,0,11,1,1,10000,,,
338,0,28,0,11,2,1,10000,,,
339,0,28,0,10,1,1,10000,,,
339,0,28,0,10,2,1,10000,,,
