Link_ID,Peer_ID,Source_Node,Source_Intf_Id,Sink_Node,Sink_Intf_Id,Delay,Cost,Bandwidth,SRLG,Community_Id,RatioMaxDemandBW,RatioTotalDemandBW,totalBW,includeDemandID
34,33,17,1,16,2,17,7,10000,,1,0,0,10000,,
35,36,17,2,18,1,10,3,10000,,1,0,0,10000,,
36,35,18,1,17,2,10,3,10000,,1,0,0,10000,,
37,38,18,2,19,1,19,9,10000,,1,0,0,10000,,
38,37,19,1,18,2,19,9,10000,,1,0,0,10000,,
39,40,19,2,20,1,16,8,10000,,1,0,0,10000,,
40,39,20,1,19,2,16,8,10000,,1,0,0,10000,,
41,42,20,2,21,1,13,2,10000,,1,0,0,10000,,
42,41,21,1,20,2,13,2,10000,,1,0,0,10000,,
43,44,21,2,22,1,15,7,10000,,1,0,0,10000,,
44,43,22,1,21,2,15,7,10000,,1,0,0,10000,,
45,46,22,2,23,1,13,10,10000,,1,0,0,10000,,
46,45,23,1,22,2,13,10,10000,,1,0,0,10000,,
47,48,23,2,24,1,14,5,5000,,1,0,0,10000,,
48,47,24,1,23,2,14,5,5000,,1,0,0,10000,,
49,26,24,2,13,1,8,10,10000,,1,0,0,10000,,
50,73,25,1,36,2,14,1,10000,,2,0,0,10000,,
51,10159,25,2,4996,3,20,4,5000,,2,0,0,10000,,
52,54,26,1,27,1,16,3,10000,,2,0,0,10000,,
53,10180,26,2,5002,4,1,6,5000,,2,0,0,10000,,
54,52,27,1,26,1,16,3,10000,,2,0,0,10000,,
55,56,27,2,28,1,5,9,5000,,2,0,0,10000,,
56,55,28,1,27,2,5,9,5000,,2,0,0,10000,,
57,58,28,2,29,1,10,3,10000,,2,0,0,10000,,
58,57,29,1,28,2,10,3,10000,,2,0,0,10000,,
59,60,29,2,30,1,19,10,10000,,2,0,0,10000,,
60,59,30,1,29,2,19,10,10000,,2,0,0,10000,,
61,62,30,2,31,1,11,1,10000,,2,0,0,10000,,
62,61,31,1,30,2,11,1,10000,,2,0,0,10000,,
63,64,31,2,32,1,19,5,5000,,2,0,0,10000,,
64,63,32,1,31,2,19,5,5000,,2,0,0,10000,,
65,66,32,2,33,1,18,7,10000,,2,0,0,10000,,
66,65,33,1,32,2,18,7,10000,,2,0,0,10000,,
67,68,33,2,34,1,19,7,10000,,2,0,0,10000,,
68,67,34,1,33,2,19,7,10000,,2,0,0,10000,,
69,70,34,2,35,1,20,9,5000,,2,0,0,10000,,
70,69,35,1,34,2,20,9,5000,,2,0,0,10000,,
71,72,35,2,36,1,17,5,10000,,2,0,0,10000,,
72,71,36,1,35,2,17,5,10000,,2,0,0,10000,,
73,50,36,2,25,1,14,1,10000,,2,0,0,10000,,
74,99,37,1,49,2,18,5,10000,,3,0,0,10000,,
75,10170,37,2,4999,3,11,6,10000,,3,0,0,10000,,
76,78,38,1,39,1,14,6,10000,,3,0,0,10000,,
77,10181,38,2,5002,5,10,5,10000,,3,0,0,10000,,
78,76,39,1,38,1,14,6,10000,,3,0,0,10000,,
79,80,39,2,40,1,20,10,5000,,3,0,0,10000,,
80,79,40,1,39,2,20,10,5000,,3,0,0,10000,,
81,82,40,2,41,1,11,3,10000,,3,0,0,10000,,
82,81,41,1,40,2,11,3,10000,,3,0,0,10000,,
83,84,41,2,42,1,18,10,10000,,3,0,0,10000,,
84,83,42,1,41,2,18,10,10000,,3,0,0,10000,,
85,86,42,2,43,1,7,3,10000,,3,0,0,10000,,
86,85,43,1,42,2,7,3,10000,,3,0,0,10000,,
87,88,43,2,44,1,1,9,10000,,3,0,0,10000,,
88,87,44,1,43,2,1,9,10000,,3,0,0,10000,,
89,90,44,2,45,1,8,9,10000,,3,0,0,10000,,
90,89,45,1,44,2,8,9,10000,,3,0,0,10000,,
91,92,45,2,46,1,6,1,5000,,3,0,0,10000,,
92,91,46,1,45,2,6,1,5000,,3,0,0,10000,,
93,94,46,2,47,1,19,4,10000,,3,0,0,10000,,
94,93,47,1,46,2,19,4,10000,,3,0,0,10000,,
95,96,47,2,48,1,15,3,5000,,3,0,0,10000,,
96,95,48,1,47,2,15,3,5000,,3,0,0,10000,,
97,98,48,2,49,1,6,10,10000,,3,0,0,10000,,
98,97,49,1,48,2,6,10,10000,,3,0,0,10000,,
99,74,49,2,37,1,18,5,10000,,3,0,0,10000,,
100,125,50,1,62,2,20,1,10000,,4,0,0,10000,,
101,10166,50,2,4998,3,2,5,10000,,4,0,0,10000,,
102,104,51,1,52,1,12,8,10000,,4,0,0,10000,,
103,10167,51,2,4998,4,1,7,10000,,4,0,0,10000,,
104,102,52,1,51,1,12,8,10000,,4,0,0,10000,,
105,106,52,2,53,1,11,2,5000,,4,0,0,10000,,
106,105,53,1,52,2,11,2,5000,,4,0,0,10000,,
107,108,53,2,54,1,18,3,10000,,4,0,0,10000,,
108,107,54,1,53,2,18,3,10000,,4,0,0,10000,,
109,110,54,2,55,1,10,5,10000,,4,0,0,10000,,
110,109,55,1,54,2,10,5,10000,,4,0,0,10000,,
111,112,55,2,56,1,8,8,5000,,4,0,0,10000,,
112,111,56,1,55,2,8,8,5000,,4,0,0,10000,,
113,114,56,2,57,1,2,10,10000,,4,0,0,10000,,
114,113,57,1,56,2,2,10,10000,,4,0,0,10000,,
115,116,57,2,58,1,9,7,5000,,4,0,0,10000,,
116,115,58,1,57,2,9,7,5000,,4,0,0,10000,,
117,118,58,2,59,1,2,10,5000,,4,0,0,10000,,
118,117,59,1,58,2,2,10,5000,,4,0,0,10000,,
119,120,59,2,60,1,10,6,10000,,4,0,0,10000,,
120,119,60,1,59,2,10,6,10000,,4,0,0,10000,,
121,122,60,2,61,1,13,10,10000,,4,0,0,10000,,
122,121,61,1,60,2,13,10,10000,,4,0,0,10000,,
123,124,61,2,62,1,5,5,10000,,4,0,0,10000,,
124,123,62,1,61,2,5,5,10000,,4,0,0,10000,,
125,100,62,2,50,1,20,1,10000,,4,0,0,10000,,
126,147,63,1,73,2,20,9,10000,,5,0,0,10000,,
127,10196,63,2,5006,3,0,6,10000,,5,0,0,10000,,
128,130,64,1,65,1,16,2,10000,,5,0,0,10000,,
129,10197,64,2,5006,4,2,10,5000,,5,0,0,10000,,
130,128,65,1,64,1,16,2,10000,,5,0,0,10000,,
131,132,65,2,66,1,1,3,10000,,5,0,0,10000,,
132,131,66,1,65,2,1,3,10000,,5,0,0,10000,,
133,134,66,2,67,1,20,4,10000,,5,0,0,10000,,
134,133,67,1,66,2,20,4,10000,,5,0,0,10000,,
135,136,67,2,68,1,6,7,5000,,5,0,0,10000,,
136,135,68,1,67,2,6,7,5000,,5,0,0,10000,,
137,138,68,2,69,1,9,6,10000,,5,0,0,10000,,
138,137,69,1,68,2,9,6,10000,,5,0,0,10000,,
139,140,69,2,70,1,8,2,5000,,5,0,0,10000,,
140,139,70,1,69,2,8,2,5000,,5,0,0,10000,,
141,142,70,2,71,1,10,2,10000,,5,0,0,10000,,
142,141,71,1,70,2,10,2,10000,,5,0,0,10000,,
143,144,71,2,72,1,10,8,5000,,5,0,0,10000,,
144,143,72,1,71,2,10,8,5000,,5,0,0,10000,,
145,146,72,2,73,1,3,9,10000,,5,0,0,10000,,
146,145,73,1,72,2,3,9,10000,,5,0,0,10000,,
147,126,73,2,63,1,20,9,10000,,5,0,0,10000,,
148,177,74,1,88,2,6,8,10000,,6,0,0,10000,,
149,10160,74,2,4996,4,19,8,10000,,6,0,0,10000,,
150,152,75,1,76,1,12,5,5000,,6,0,0,10000,,
151,10190,75,2,5004,4,10,2,5000,,6,0,0,10000,,
152,150,76,1,75,1,12,5,5000,,6,0,0,10000,,
153,154,76,2,77,1,9,9,10000,,6,0,0,10000,,
154,153,77,1,76,2,9,9,10000,,6,0,0,10000,,
155,156,77,2,78,1,15,2,10000,,6,0,0,10000,,
156,155,78,1,77,2,15,2,10000,,6,0,0,10000,,
157,158,78,2,79,1,1,4,10000,,6,0,0,10000,,
158,157,79,1,78,2,1,4,10000,,6,0,0,10000,,
159,160,79,2,80,1,16,10,10000,,6,0,0,10000,,
160,159,80,1,79,2,16,10,10000,,6,0,0,10000,,
161,162,80,2,81,1,20,5,5000,,6,0,0,10000,,
162,161,81,1,80,2,20,5,5000,,6,0,0,10000,,
163,164,81,2,82,1,5,10,10000,,6,0,0,10000,,
164,163,82,1,81,2,5,10,10000,,6,0,0,10000,,
165,166,82,2,83,1,15,6,10000,,6,0,0,10000,,
166,165,83,1,82,2,15,6,10000,,6,0,0,10000,,
167,168,83,2,84,1,14,9,10000,,6,0,0,10000,,
168,167,84,1,83,2,14,9,10000,,6,0,0,10000,,
169,170,84,2,85,1,12,8,10000,,6,0,0,10000,,
170,169,85,1,84,2,12,8,10000,,6,0,0,10000,,
171,172,85,2,86,1,11,7,10000,,6,0,0,10000,,
172,171,86,1,85,2,11,7,10000,,6,0,0,10000,,
173,174,86,2,87,1,1,7,5000,,6,0,0,10000,,
174,173,87,1,86,2,1,7,5000,,6,0,0,10000,,
175,176,87,2,88,1,1,4,10000,,6,0,0,10000,,
176,175,88,1,87,2,1,4,10000,,6,0,0,10000,,
177,148,88,2,74,1,6,8,10000,,6,0,0,10000,,
178,180,89,1,90,1,13,8,10000,,7,0,0,10000,,
179,10155,89,2,4995,2,12,8,10000,,7,0,0,10000,,
180,178,90,1,89,1,13,8,10000,,7,0,0,10000,,
181,182,90,2,91,1,3,2,5000,,7,0,0,10000,,
182,181,91,1,90,2,3,2,5000,,7,0,0,10000,,
183,184,91,2,92,1,14,10,10000,,7,0,0,10000,,
184,183,92,1,91,2,14,10,10000,,7,0,0,10000,,
185,186,92,2,93,1,4,10,10000,,7,0,0,10000,,
186,185,93,1,92,2,4,10,10000,,7,0,0,10000,,
187,188,93,2,94,1,19,9,10000,,7,0,0,10000,,
188,187,94,1,93,2,19,9,10000,,7,0,0,10000,,
189,190,94,2,95,1,7,2,10000,,7,0,0,10000,,
190,189,95,1,94,2,7,2,10000,,7,0,0,10000,,
191,192,95,2,96,1,12,2,10000,,7,0,0,10000,,
192,191,96,1,95,2,12,2,10000,,7,0,0,10000,,
193,194,96,2,97,1,10,5,5000,,7,0,0,10000,,
194,193,97,1,96,2,10,5,5000,,7,0,0,10000,,
195,196,97,2,98,1,19,9,10000,,7,0,0,10000,,
196,195,98,1,97,2,19,9,10000,,7,0,0,10000,,
197,198,98,2,99,1,18,9,5000,,7,0,0,10000,,
198,197,99,1,98,2,18,9,5000,,7,0,0,10000,,
199,200,99,2,100,1,16,1,10000,,7,0,0,10000,,
200,199,100,1,99,2,16,1,10000,,7,0,0,10000,,
201,220,101,1,110,2,6,6,10000,,8,0,0,10000,,
202,10184,101,2,5003,3,7,3,10000,,8,0,0,10000,,
203,205,102,1,103,1,9,4,10000,,8,0,0,10000,,
204,10185,102,2,5003,4,2,8,5000,,8,0,0,10000,,
205,203,103,1,102,1,9,4,10000,,8,0,0,10000,,
206,207,103,2,104,1,19,1,10000,,8,0,0,10000,,
207,206,104,1,103,2,19,1,10000,,8,0,0,10000,,
208,209,104,2,105,1,12,9,5000,,8,0,0,10000,,
209,208,105,1,104,2,12,9,5000,,8,0,0,10000,,
210,211,105,2,106,1,7,9,10000,,8,0,0,10000,,
211,210,106,1,105,2,7,9,10000,,8,0,0,10000,,
212,213,106,2,107,1,7,10,10000,,8,0,0,10000,,
213,212,107,1,106,2,7,10,10000,,8,0,0,10000,,
214,215,107,2,108,1,13,6,10000,,8,0,0,10000,,
215,214,108,1,107,2,13,6,10000,,8,0,0,10000,,
216,217,108,2,109,1,4,2,10000,,8,0,0,10000,,
217,216,109,1,108,2,4,2,10000,,8,0,0,10000,,
218,219,109,2,110,1,0,2,10000,,8,0,0,10000,,
219,218,110,1,109,2,0,2,10000,,8,0,0,10000,,
220,201,110,2,101,1,6,6,10000,,8,0,0,10000,,
221,240,111,1,120,2,9,10,10000,,9,0,0,10000,,
222,10174,111,2,5000,3,16,4,10000,,9,0,0,10000,,
223,225,112,1,113,1,12,2,10000,,9,0,0,10000,,
224,10191,112,2,5004,5,16,8,5000,,9,0,0,10000,,
225,223,113,1,112,1,12,2,10000,,9,0,0,10000,,
226,227,113,2,114,1,8,7,5000,,9,0,0,10000,,
227,226,114,1,113,2,8,7,5000,,9,0,0,10000,,
228,229,114,2,115,1,8,4,10000,,9,0,0,10000,,
229,228,115,1,114,2,8,4,10000,,9,0,0,10000,,
230,231,115,2,116,1,6,2,10000,,9,0,0,10000,,
231,230,116,1,115,2,6,2,10000,,9,0,0,10000,,
232,233,116,2,117,1,9,6,10000,,9,0,0,10000,,
233,232,117,1,116,2,9,6,10000,,9,0,0,10000,,
234,235,117,2,118,1,3,4,10000,,9,0,0,10000,,
235,234,118,1,117,2,3,4,10000,,9,0,0,10000,,
236,237,118,2,119,1,6,2,10000,,9,0,0,10000,,
237,236,119,1,118,2,6,2,10000,,9,0,0,10000,,
238,239,119,2,120,1,0,2,10000,,9,0,0,10000,,
239,238,120,1,119,2,0,2,10000,,9,0,0,10000,,
240,221,120,2,111,1,9,10,10000,,9,0,0,10000,,
241,260,121,1,130,2,0,5,10000,,10,0,0,10000,,
242,10200,121,2,5007,3,8,10,10000,,10,0,0,10000,,
243,245,122,1,123,1,9,1,10000,,10,0,0,10000,,
244,10201,122,2,5007,4,19,5,10000,,10,0,0,10000,,
245,243,123,1,122,1,9,1,10000,,10,0,0,10000,,
246,247,123,2,124,1,0,8,10000,,10,0,0,10000,,
247,246,124,1,123,2,0,8,10000,,10,0,0,10000,,
248,249,124,2,125,1,3,8,5000,,10,0,0,10000,,
249,248,125,1,124,2,3,8,5000,,10,0,0,10000,,
250,251,125,2,126,1,6,8,10000,,10,0,0,10000,,
251,250,126,1,125,2,6,8,10000,,10,0,0,10000,,
252,253,126,2,127,1,11,1,10000,,10,0,0,10000,,
253,252,127,1,126,2,11,1,10000,,10,0,0,10000,,
254,255,127,2,128,1,0,8,10000,,10,0,0,10000,,
255,254,128,1,127,2,0,8,10000,,10,0,0,10000,,
256,257,128,2,129,1,4,6,10000,,10,0,0,10000,,
257,256,129,1,128,2,4,6,10000,,10,0,0,10000,,
258,259,129,2,130,1,8,2,10000,,10,0,0,10000,,
259,258,130,1,129,2,8,2,10000,,10,0,0,10000,,
260,241,130,2,121,1,0,5,10000,,10,0,0,10000,,
261,282,131,1,141,2,19,6,10000,,11,0,0,10000,,
262,10171,131,2,4999,4,15,10,10000,,11,0,0,10000,,
263,265,132,1,133,1,1,1,5000,,11,0,0,10000,,
264,10186,132,2,5003,5,3,8,10000,,11,0,0,10000,,
265,263,133,1,132,1,1,1,5000,,11,0,0,10000,,
266,267,133,2,134,1,11,6,10000,,11,0,0,10000,,
267,266,134,1,133,2,11,6,10000,,11,0,0,10000,,
268,269,134,2,135,1,9,1,10000,,11,0,0,10000,,
269,268,135,1,134,2,9,1,10000,,11,0,0,10000,,
270,271,135,2,136,1,3,2,10000,,11,0,0,10000,,
271,270,136,1,135,2,3,2,10000,,11,0,0,10000,,
272,273,136,2,137,1,17,2,10000,,11,0,0,10000,,
273,272,137,1,136,2,17,2,10000,,11,0,0,10000,,
274,275,137,2,138,1,18,7,10000,,11,0,0,10000,,
275,274,138,1,137,2,18,7,10000,,11,0,0,10000,,
276,277,138,2,139,1,13,6,5000,,11,0,0,10000,,
277,276,139,1,138,2,13,6,5000,,11,0,0,10000,,
278,279,139,2,140,1,2,10,10000,,11,0,0,10000,,
279,278,140,1,139,2,2,10,10000,,11,0,0,10000,,
280,281,140,2,141,1,7,7,10000,,11,0,0,10000,,
281,280,141,1,140,2,7,7,10000,,11,0,0,10000,,
282,261,141,2,131,1,19,6,10000,,11,0,0,10000,,
283,308,142,1,154,2,15,5,5000,,12,0,0,10000,,
284,10151,142,2,4994,3,10,7,10000,,12,0,0,10000,,
285,287,143,1,144,1,5,5,10000,,12,0,0,10000,,
286,10152,143,2,4994,4,5,5,10000,,12,0,0,10000,,
287,285,144,1,143,1,5,5,10000,,12,0,0,10000,,
288,289,144,2,145,1,14,10,10000,,12,0,0,10000,,
289,288,145,1,144,2,14,10,10000,,12,0,0,10000,,
290,291,145,2,146,1,10,1,10000,,12,0,0,10000,,
291,290,146,1,145,2,10,1,10000,,12,0,0,10000,,
292,293,146,2,147,1,7,9,10000,,12,0,0,10000,,
293,292,147,1,146,2,7,9,10000,,12,0,0,10000,,
294,295,147,2,148,1,10,8,10000,,12,0,0,10000,,
295,294,148,1,147,2,10,8,10000,,12,0,0,10000,,
296,297,148,2,149,1,16,4,10000,,12,0,0,10000,,
297,296,149,1,148,2,16,4,10000,,12,0,0,10000,,
298,299,149,2,150,1,0,5,10000,,12,0,0,10000,,
299,298,150,1,149,2,0,5,10000,,12,0,0,10000,,
300,301,150,2,151,1,4,7,10000,,12,0,0,10000,,
301,300,151,1,150,2,4,7,10000,,12,0,0,10000,,
302,303,151,2,152,1,9,2,10000,,12,0,0,10000,,
303,302,152,1,151,2,9,2,10000,,12,0,0,10000,,
304,305,152,2,153,1,2,6,5000,,12,0,0,10000,,
305,304,153,1,152,2,2,6,5000,,12,0,0,10000,,
306,307,153,2,154,1,10,6,10000,,12,0,0,10000,,
307,306,154,1,153,2,10,6,10000,,12,0,0,10000,,
308,283,154,2,142,1,15,5,5000,,12,0,0,10000,,
309,328,155,1,164,2,11,7,10000,,13,0,0,10000,,
310,10204,155,2,5008,3,20,8,10000,,13,0,0,10000,,
311,313,156,1,157,1,3,5,10000,,13,0,0,10000,,
312,10205,156,2,5008,4,14,6,10000,,13,0,0,10000,,
313,311,157,1,156,1,3,5,10000,,13,0,0,10000,,
314,315,157,2,158,1,17,10,10000,,13,0,0,10000,,
315,314,158,1,157,2,17,10,10000,,13,0,0,10000,,
316,317,158,2,159,1,6,8,10000,,13,0,0,10000,,
317,316,159,1,158,2,6,8,10000,,13,0,0,10000,,
318,319,159,2,160,1,19,9,10000,,13,0,0,10000,,
319,318,160,1,159,2,19,9,10000,,13,0,0,10000,,
320,321,160,2,161,1,10,9,10000,,13,0,0,10000,,
321,320,161,1,160,2,10,9,10000,,13,0,0,10000,,
322,323,161,2,162,1,17,2,5000,,13,0,0,10000,,
323,322,162,1,161,2,17,2,5000,,13,0,0,10000,,
324,325,162,2,163,1,14,1,10000,,13,0,0,10000,,
325,324,163,1,162,2,14,1,10000,,13,0,0,10000,,
326,327,163,2,164,1,20,5,10000,,13,0,0,10000,,
327,326,164,1,163,2,20,5,10000,,13,0,0,10000,,
328,309,164,2,155,1,11,7,10000,,13,0,0,10000,,
329,354,165,1,177,2,16,1,5000,,14,0,0,10000,,
330,10227,165,2,5013,3,6,7,10000,,14,0,0,10000,,
331,333,166,1,167,1,15,6,10000,,14,0,0,10000,,
332,10233,166,2,5015,3,16,10,5000,,14,0,0,10000,,
333,331,167,1,166,1,15,6,10000,,14,0,0,10000,,
334,335,167,2,168,1,13,7,10000,,14,0,0,10000,,
335,334,168,1,167,2,13,7,10000,,14,0,0,10000,,
336,337,168,2,169,1,17,5,10000,,14,0,0,10000,,
337,336,169,1,168,2,17,5,10000,,14,0,0,10000,,
338,339,169,2,170,1,15,1,5000,,14,0,0,10000,,
339,338,170,1,169,2,15,1,5000,,14,0,0,10000,,
340,341,170,2,171,1,3,10,10000,,14,0,0,10000,,
341,340,171,1,170,2,3,10,10000,,14,0,0,10000,,
342,343,171,2,172,1,3,7,10000,,14,0,0,10000,,
343,342,172,1,171,2,3,7,10000,,14,0,0,10000,,
344,345,172,2,173,1,19,4,10000,,14,0,0,10000,,
345,344,173,1,172,2,19,4,10000,,14,0,0,10000,,
346,347,173,2,174,1,6,5,10000,,14,0,0,10000,,
347,346,174,1,173,2,6,5,10000,,14,0,0,10000,,
348,349,174,2,175,1,0,5,10000,,14,0,0,10000,,
349,348,175,1,174,2,0,5,10000,,14,0,0,10000,,
350,351,175,2,176,1,12,2,10000,,14,0,0,10000,,
351,350,176,1,175,2,12,2,10000,,14,0,0,10000,,
352,353,176,2,177,1,3,10,10000,,14,0,0,10000,,
353,352,177,1,176,2,3,10,10000,,14,0,0,10000,,
354,329,177,2,165,1,16,1,5000,,14,0,0,10000,,
355,357,178,1,179,1,6,3,10000,,15,0,0,10000,,
356,10257,178,2,5020,3,2,10,5000,,15,0,0,10000,,
357,355,179,1,178,1,6,3,10000,,15,0,0,10000,,
358,359,179,2,180,1,2,8,10000,,15,0,0,10000,,
359,358,180,1,179,2,2,8,10000,,15,0,0,10000,,
360,361,180,2,181,1,16,3,10000,,15,0,0,10000,,
361,360,181,1,180,2,16,3,10000,,15,0,0,10000,,
362,363,181,2,182,1,14,10,10000,,15,0,0,10000,,
363,362,182,1,181,2,14,10,10000,,15,0,0,10000,,
364,365,182,2,183,1,19,8,5000,,15,0,0,10000,,
365,364,183,1,182,2,19,8,5000,,15,0,0,10000,,
366,367,183,2,184,1,17,2,10000,,15,0,0,10000,,
367,366,184,1,183,2,17,2,10000,,15,0,0,10000,,
368,369,184,2,185,1,4,6,10000,,15,0,0,10000,,
369,368,185,1,184,2,4,6,10000,,15,0,0,10000,,
370,371,185,2,186,1,1,6,10000,,15,0,0,10000,,
371,370,186,1,185,2,1,6,10000,,15,0,0,10000,,
372,373,186,2,187,1,1,10,5000,,15,0,0,10000,,
373,372,187,1,186,2,1,10,5000,,15,0,0,10000,,
374,375,187,2,188,1,3,10,10000,,15,0,0,10000,,
375,374,188,1,187,2,3,10,10000,,15,0,0,10000,,
376,377,188,2,189,1,8,1,10000,,15,0,0,10000,,
377,376,189,1,188,2,8,1,10000,,15,0,0,10000,,
378,379,189,2,190,1,5,5,10000,,15,0,0,10000,,
379,378,190,1,189,2,5,5,10000,,15,0,0,10000,,
380,381,190,2,191,1,15,4,5000,,15,0,0,10000,,
381,380,191,1,190,2,15,4,5000,,15,0,0,10000,,
382,405,192,1,203,2,1,8,10000,,16,0,0,10000,,
383,10207,192,2,5009,2,5,4,5000,,16,0,0,10000,,
384,386,193,1,194,1,12,6,10000,,16,0,0,10000,,
385,10208,193,2,5009,3,17,2,10000,,16,0,0,10000,,
386,384,194,1,193,1,12,6,10000,,16,0,0,10000,,
387,388,194,2,195,1,6,2,10000,,16,0,0,10000,,
388,387,195,1,194,2,6,2,10000,,16,0,0,10000,,
389,390,195,2,196,1,14,9,10000,,16,0,0,10000,,
390,389,196,1,195,2,14,9,10000,,16,0,0,10000,,
391,392,196,2,197,1,10,3,5000,,16,0,0,10000,,
392,391,197,1,196,2,10,3,5000,,16,0,0,10000,,
393,394,197,2,198,1,11,9,10000,,16,0,0,10000,,
394,393,198,1,197,2,11,9,10000,,16,0,0,10000,,
395,396,198,2,199,1,17,6,10000,,16,0,0,10000,,
396,395,199,1,198,2,17,6,10000,,16,0,0,10000,,
397,398,199,2,200,1,19,10,10000,,16,0,0,10000,,
398,397,200,1,199,2,19,10,10000,,16,0,0,10000,,
399,400,200,2,201,1,15,6,10000,,16,0,0,10000,,
400,399,201,1,200,2,15,6,10000,,16,0,0,10000,,
401,402,201,2,202,1,10,1,5000,,16,0,0,10000,,
402,401,202,1,201,2,10,1,5000,,16,0,0,10000,,
403,404,202,2,203,1,14,2,5000,,16,0,0,10000,,
404,403,203,1,202,2,14,2,5000,,16,0,0,10000,,
405,382,203,2,192,1,1,8,10000,,16,0,0,10000,,
406,431,204,1,216,2,0,3,10000,,17,0,0,10000,,
407,10251,204,2,5019,3,8,6,10000,,17,0,0,10000,,
408,410,205,1,206,1,8,6,10000,,17,0,0,10000,,
409,10252,205,2,5019,4,8,4,10000,,17,0,0,10000,,
410,408,206,1,205,1,8,6,10000,,17,0,0,10000,,
411,412,206,2,207,1,13,7,10000,,17,0,0,10000,,
412,411,207,1,206,2,13,7,10000,,17,0,0,10000,,
413,414,207,2,208,1,3,8,10000,,17,0,0,10000,,
414,413,208,1,207,2,3,8,10000,,17,0,0,10000,,
415,416,208,2,209,1,8,2,10000,,17,0,0,10000,,
416,415,209,1,208,2,8,2,10000,,17,0,0,10000,,
417,418,209,2,210,1,2,2,5000,,17,0,0,10000,,
418,417,210,1,209,2,2,2,5000,,17,0,0,10000,,
419,420,210,2,211,1,2,1,10000,,17,0,0,10000,,
420,419,211,1,210,2,2,1,10000,,17,0,0,10000,,
421,422,211,2,212,1,6,7,10000,,17,0,0,10000,,
422,421,212,1,211,2,6,7,10000,,17,0,0,10000,,
423,424,212,2,213,1,15,5,10000,,17,0,0,10000,,
424,423,213,1,212,2,15,5,10000,,17,0,0,10000,,
425,426,213,2,214,1,15,1,10000,,17,0,0,10000,,
426,425,214,1,213,2,15,1,10000,,17,0,0,10000,,
427,428,214,2,215,1,4,8,5000,,17,0,0,10000,,
428,427,215,1,214,2,4,8,5000,,17,0,0,10000,,
429,430,215,2,216,1,11,2,10000,,17,0,0,10000,,
430,429,216,1,215,2,11,2,10000,,17,0,0,10000,,
431,406,216,2,204,1,0,3,10000,,17,0,0,10000,,
432,449,217,1,224,2,9,4,10000,,18,0,0,10000,,
433,10209,217,2,5009,4,20,7,10000,,18,0,0,10000,,
434,438,218,1,219,1,7,1,10000,,18,0,0,10000,,
435,450,218,2,224,3,14,8,10000,,18,0,0,10000,,
436,10224,218,3,5012,3,12,10,5000,,18,0,0,10000,,
437,10243,218,4,5017,3,15,2,10000,,18,0,0,10000,,
438,434,219,1,218,1,7,1,10000,,18,0,0,10000,,
439,440,219,2,220,1,6,4,10000,,18,0,0,10000,,
440,439,220,1,219,2,6,4,10000,,18,0,0,10000,,
441,442,220,2,221,1,11,2,10000,,18,0,0,10000,,
